designation                 , ra                   , dec                 , phot_g_mean_mag, bp_rp       , parallax           , l                     , b
Gaia DR3 3804036320566852224, 168.43959774438056   , -0.069489925        ,       5.386583 , 0.001607895 , 6.260217709101639  , 258.12876989961774    , 54.07799255824678
Gaia DR3 5771031905054773376, 208.9111182058189    , -82.66629567        ,       5.387409 , 1.6987267   , 3.585021604879754  , 305.0853576459851     , -20.06448283
Gaia DR3 3318535210294550144,  91.24239203387154   , 5.4199640531067885  ,       5.387851 , 1.1683869   , 3.647093316659446  , 202.7307639           , -7.778608141
Gaia DR3 4603350625076141312, 271.4568090051366    , 32.23058605648878   ,       5.387938 , 1.3097992   , 4.864698372368497  ,  58.594015139341415   , 23.08082912947307
Gaia DR3 974887555341533440 , 108.95911015474843   , 47.23913713441689   ,       5.38816  , 0.7810364   , 59.340805456361466 , 170.34364431431115    , 23.514834104697993
Gaia DR3 5585775259613338368, 112.2736168          , -38.81199941        ,       5.388409 , -0.21596193 , 5.0842661856661255 , 251.63544568987137    , -9.925221602
Gaia DR3 270660528238516352 ,  64.80547845417745   , 50.04844637863168   ,       5.388618 , 0.35736227  , 12.59425039773834  , 153.30589824127762    , -0.15591447
Gaia DR3 976336127551825024 , 112.1811205592092    , 47.92041992821595   ,       5.3887386, 2.7846694   , 4.090161425526379  , 170.19341032208774    , 25.788257209787485
Gaia DR3 4517250068556599424, 284.0252831773169    , 18.10469664286331   ,       5.3893156, 1.244803    , 11.21065410218236  ,  49.64762449305767    , 7.151189564220063
Gaia DR3 539042726640996352 ,  11.942148865245152  , 74.84753623930212   ,       5.3893676, -0.050233364, 4.1494993909049835 , 122.68681355061143    , 11.977532539836533
Gaia DR3 4490505410254717056, 260.9900857861421    , 8.852542091         ,       5.3894033, 1.4040337   , 3.4108920046963567 ,  31.004107382048304   , 23.43676460819217
Gaia DR3 2786995314778245760,  17.454975558863598  , 19.658447661666003  ,       5.389902 , 0.8770366   , 7.807416892        , 128.85360137578942    , -43.00184761
Gaia DR3 571348130611591296 ,  53.08717156194812   , 84.91043352070962   ,       5.39002  , 1.0414424   , 8.790899270200017  , 126.50563963884245    , 23.197777341805466
Gaia DR3 5749184707792022016, 131.53981148988126   , -10.82993766        ,       5.390416 , 2.9220257   , 2.0100759496031824 , 236.84951760099696    , 19.50206807462784
Gaia DR3 342474339928013056 ,  29.040042620789613  , 37.251884384722096  ,       5.39043  , 1.2243252   , 9.960803562375894  , 136.96732799684102    , -23.84957958
Gaia DR3 2206444069986109312, 336.77212075928355   , 65.13225307789213   ,       5.390585 , 0.5286498   , 0.9686217845511726 , 108.4991219955301     , 6.387752699491473
Gaia DR3 1070945014312759296, 145.56092119845465   , 69.23721807347187   ,       5.391176 , 1.3108664   , 7.135832513902293  , 142.7587216557161     , 39.81687535405207
Gaia DR3 5559265690666326016, 105.98816863278283   , -43.60630237        ,       5.391417 , 0.8057289   , 58.61923555        , 254.08214656433702    , -16.21956865
Gaia DR3 2205041466806389120, 334.5531022731667    , 62.80443799843466   ,       5.3917193, 1.3803468   , 5.157256656818707  , 106.41131266343852    , 4.956278893427299
Gaia DR3 3495651724479345536, 192.1086361518653    , -27.59766494        ,       5.3917403, 1.1360674   , 10.38045407025613  , 302.11690290579276    , 35.269332235131394
Gaia DR3 1226796526941689856, 213.5204219101113    , 12.959200053475362  ,       5.392254 , 0.711524    , 29.711124664581675 ,   0.7713316425627792  , 66.03529380173343
Gaia DR3 1651092222945526656, 260.81454971649515   , 71.86998496376968   ,       5.392524 , 3.2355204   , 2.241671028544058  , 102.93441050372238    , 32.49940828816449
Gaia DR3 2253743170425680896, 284.1069873          , 65.25795904312747   ,       5.3926387, 1.0964112   , 10.643173954329633 ,  95.68199916092891    , 23.95477582080686
Gaia DR3 1896396703077703936, 328.12435326523473   , 28.793268062528412  ,       5.3932233, 0.6264272   , 37.059132807546476 ,  82.05045352679228    , -19.53780355
Gaia DR3 3154222302856049920, 106.95623516961886   , 7.471068262940445   ,       5.393294 , 1.3423009   , 5.427018786281669  , 208.1103427207673     , 7.026671771
Gaia DR3 6018477134336825472, 246.1322223425386    , -37.56617646        ,       5.393765 , -0.13467598 , 7.653596110702481  , 342.87151413670387    , 8.271269332991587
Gaia DR3 6236109243250504576, 239.6452163958625    , -24.83159862        ,       5.394046 , -0.09873819 , 7.005035670634488  , 348.11904966338767    , 21.196473025910706
Gaia DR3 2134604351047361920, 286.2298266          , 53.39675092070844   ,       5.394147 , -0.017370224, 9.081590995597308  ,  83.75563179536735    , 19.56391376542065
Gaia DR3 5683294588007263360, 139.8882356331842    , -15.8349017         ,       5.3955507, 1.4494524   , 6.492709783757276  , 246.3631040706376     , 23.029400470470154
Gaia DR3 5771472018943065344, 225.46237386673786   , -83.22741388        ,       5.3961697, 1.1156654   , 8.419018548        , 306.8444086129699     , -21.36973777
Gaia DR3 3327633394136446848,  98.82331902         , 9.988305869268794   ,       5.396363 , 1.6273413   , 2.416015854062231  , 202.21233380320385    , 0.9967571072410416
Gaia DR3 2221245661158478336, 321.9421284159755    , 66.80900655698566   ,       5.396388 , -0.10843134 , 4.348469071        , 104.76018304659925    , 11.430860366583838
Gaia DR3 528550533855154304 ,   1.1760164913219344 , 67.16654988154056   ,       5.396713 , 1.2017918   , 10.354382955570498 , 118.40953896195676    , 4.706047376716413
Gaia DR3 6280367575559228032, 221.80681519446298   , -21.32486701        ,       5.3970084, 1.8837018   , 2.599500694522791  , 335.89160826415525    , 34.03192911029835
Gaia DR3 555179502886541824 ,  50.083664483025785  , 77.73446502837633   ,       5.3973985, 0.2881918   , 12.641589494475266 , 130.66166423873486    , 17.15888736615624
Gaia DR3 6882527865973289984, 316.81431451905826   , -16.42275535        ,       5.3974104, 4.5885353   , 3.0531058776102187 ,  32.40440978          , -37.2813587
Gaia DR3 3124242709574187264,  97.31170695203394   , 2.6460200958090168  ,       5.398197 , 2.0455885   , 3.8929630190923503 , 208.03853019865412    , -3.720986053
Gaia DR3 6449841968540694400, 317.1361721          , -63.92824513        ,       5.3983593, 1.3508873   , 5.976361906802298  , 330.8092496385971     , -39.04087619
Gaia DR3 4178533004651917312, 268.2636383650492    , -2.57953199         ,       5.3987517, 3.9058027   , 4.1816224524615775 ,  23.8320225           , 11.743278861459238
Gaia DR3 5725122999630404096, 122.6647915359159    , -13.79894741        ,       5.398911 , 0.6578026   , 44.33951681369627  , 234.5621772269131     , 10.607962092729569
Gaia DR3 5078091055566935296,  44.34952158451031   , -23.86232824        ,       5.399037 , 0.31152773  , 20.54064042171187  , 213.4646699           , -61.46336527
Gaia DR3 458694299539252864 ,  34.50003772193267   , 57.89984601692948   ,       5.399425 , 1.3391714   , 7.897782808673455  , 134.2497152144162     , -3.057168486
Gaia DR3 156157696556719616 ,  77.90967095770287   , 29.90347020028328   ,       5.399586 , 2.3829656   , 3.1106844438221026 , 175.09677187801515    , -5.630430996
Gaia DR3 2847870394526133760, 359.1728130983553    , 22.648066077994596  ,       5.3997025, 2.0765524   , 3.9017187626736796 , 106.73105869134801    , -38.49528418
Gaia DR3 3072290819517741056, 131.51049336069113   , -2.048448465        ,       5.39988  , 1.230205    , 10.65810339966794  , 228.86127301899194    , 24.21450705000769
Gaia DR3 3112328882615048192, 103.60278729483483   , -1.127005514        ,       5.400139 , 0.26249504  , 5.652407167071109  , 214.27386493375738    , 0.14752518348360782
Gaia DR3 6037514800199297152, 244.88683551231367   , -30.90660519        ,       5.4003477, 0.63041735  , 22.708881691165278 , 347.03617778298985    , 13.628721490881777
Gaia DR3 2089148513135206272, 301.27840193223716   , 51.83953485918105   ,       5.4004707, 1.9901948   , 4.029053403483976  ,  86.31327486409931    , 10.648706010308967
Gaia DR3 2098202128100428288, 281.0957896420729    , 39.61308741452066   ,       5.400982 , 0.31637812  , 20.4543739         ,  68.79558152061868    , 18.16995610321304
Gaia DR3 4348404390042854912, 243.0306833035025    , -8.547581759        ,       5.401822 , 0.18152285  , 12.725823890032233 ,   3.9243381219348468  , 29.731022632457204
Gaia DR3 1425769751741972352, 249.05708191785374   , 52.924542063001695  ,       5.401847 , -0.07646465 , 7.889285602436118  ,  80.97109642574239    , 41.47542511956417
Gaia DR3 4975599976104995328,   8.921873594551153  , -48.00135821        ,       5.4027953, 0.606153    , 28.445621817134413 , 310.26551437835195    , -68.9019961
Gaia DR3 1347206278683904256, 263.2798360611457    , 41.24317756         ,       5.4032063, 1.2774544   , 9.407121202311743  ,  66.59611233196294    , 31.659479586474987
Gaia DR3 225668203191521280 ,  62.153501663283706  , 38.03884341956174   ,       5.4032845, 0.67882633  , 47.187754303902985 , 160.27122365545168    , -10.14661821
Gaia DR3 502574262409317504 ,  78.09358448994578   , 73.94655706560378   ,       5.403789 , -0.1168828  , 8.935373227232583  , 138.38858079899524    , 19.57881313205122
Gaia DR3 2538728956480993920,  17.639772803762188  , 2.445613477985853   ,       5.404278 , 1.7069707   , 4.1948362205997896 , 132.53761419441784    , -60.06903609
Gaia DR3 5979460655025099776, 259.2646708234889    , -32.66308449        ,       5.404375 , 0.6660423   , 20.629789585677567 , 353.5196406852622     , 3.084199474919613
Gaia DR3 1010211835989049344, 134.20733689486661   , 45.63144773394924   ,       5.405166 , 1.2808743   , 13.368057138782412 , 174.70890699426667    , 40.52095483494521
Gaia DR3 98772844670410752  ,  28.962716312000012  , 23.577277340236545  ,       5.405279 , 1.3485031   , 6.102254943        , 141.48342401843522    , -36.96315073
Gaia DR3 194864182347584512 ,  80.06107261341704   , 41.08597009826674   ,       5.405842 , 0.20468521  , 13.348488243144686 , 166.99006966026926    , 2.277409555
Gaia DR3 4626843786944938880,  48.99258744969143   , -77.3881768         ,       5.4059277, 0.58502483  , 34.263843555416564 , 293.6536645568933     , -37.008063
Gaia DR3 4753710592518758784,  45.73292620685164   , -46.9750108         ,       5.4062586, 1.4435325   , 3.7566199089098946 , 259.3626640168868     , -57.49721159
Gaia DR3 4321917051899730432, 294.8555605931537    , 16.571094344974657  ,       5.4062757, 2.3342643   , 1.1320328892232996 ,  53.11688062893915    , -2.708105617
Gaia DR3 1719746210020006656, 182.74908301504254   , 81.70981839222675   ,       5.406289 , 1.751627    , 1.7267315195022854 , 124.70867539512064    , 35.27845266747761
Gaia DR3 5846780078616570752, 216.2762682504734    , -68.19535117        ,       5.40648  , 0.7841854   , 1.0936742084101216 , 311.48307446322315    , -6.892558182
Gaia DR3 666735780843072256 , 119.24759587483304   , 15.790089008898876  ,       5.4070616, 1.4293828   , 6.981048328341601  , 205.6246264           , 21.45113293336602
Gaia DR3 5224427050975823488, 176.80989623746848   , -76.61795503        ,       5.4082146, 3.792192    , 4.241392242513914  , 299.14710319208035    , -14.2202582
Gaia DR3 3047927737798430848, 108.56464099865256   , -9.947521526        ,       5.4093347, 1.630621    , 1.4157731176417376 , 224.37512811276406    , 0.4797818526230544
Gaia DR3 2507947613065249024,  30.79888433957051   , 0.12860441148690624 ,       5.4093494, 0.22452545  , 10.731537058669458 , 158.1827072587418     , -57.7463405
Gaia DR3 1932184981928941696, 341.0217716041557    , 39.465221964008904  ,       5.410152 , 1.7548451   , 3.909933901        ,  97.71409368798803    , -17.09028668
Gaia DR3 512167948043650816 ,  26.94267663257596   , 63.85140778824967   ,       5.4103966, 0.9710283   , 99.59015235307109  , 129.09050332389745    , 1.6552854147726066
Gaia DR3 469395399534137728 ,  64.28396621         , 57.860204496660614  ,       5.4106274, 1.2539878   , 12.020656712826446 , 147.61688298677882    , 5.2142564821505415
Gaia DR3 3860847570977164288, 153.20129390394703   , 4.614649964106369   ,       5.410902 , 1.3673687   , 6.318409838        , 236.56093722355777    , 46.02440878
Gaia DR3 418414069011230720 ,  11.321323640797168  , 55.22137253803541   ,       5.4112434, 0.046296597 , 9.234226051688626  , 122.04675778092877    , -7.639802736
Gaia DR3 4321830946399905664, 294.3225477866751    , 16.46286570505008   ,       5.411448 , 1.1417785   , 5.737094679632612  ,  52.772219980783156   , -2.315307264
Gaia DR3 3254728523307785856,  65.36256510024208   , -0.098733336        ,       5.4114513, 1.5044961   , 8.760276065908197  , 193.7482853482596     , -32.85653534
Gaia DR3 5526472000458606720, 126.46619141386769   , -42.15301329        ,       5.412157 , -0.18969679 , 4.297690952500743  , 260.0953365034225     , -2.395463106
Gaia DR3 6103516765233511808, 215.04036367337534   , -43.05880812        ,       5.41236  , 1.1220398   , 7.948494428838526  , 319.6885378539097     , 16.907536077441012
Gaia DR3 2792902058745994752,   7.0530124031688874 , 16.44500883367533   ,       5.412534 , 1.8384933   , 3.073065665311059  , 114.89323062824268    , -46.06390765
Gaia DR3 5343670220895669120, 179.56326590727264   , -56.31730503        ,       5.412584 , -0.043460846, 3.489575338917496  , 295.5661671068931     , 5.791942941318303
Gaia DR3 4549810348739267328, 263.41412129724665   , 16.317299923481663  ,       5.412944 , 1.1544743   , 10.10791493535939  ,  39.51020216710007    , 24.359547653390496
Gaia DR3 5211241295215037696, 104.14358816174351   , -79.42019767        ,       5.4131193, 0.16234446  , 8.463186859415734  , 291.1069169077942     , -26.395842
Gaia DR3 2921519634732224000, 104.39109241940685   , -24.6304097         ,       5.4132667, 0.52344704  , 24.713654713556117 , 235.7327247986763     , -9.695596309
Gaia DR3 1201381762344112640, 243.8689899549026    , 18.807712396212146  ,       5.413513 , 1.2450004   , 10.711548171807408 ,  34.12662986849452    , 42.615853062128146
Gaia DR3 5839896036299695104, 205.30616591119363   , -71.86810604        ,       5.413732 , 3.0855937   , 3.25035078         , 306.8300259726032     , -9.374174613
Gaia DR3 3306411136091303808,  70.01424944746792   , 12.197558108281346  ,       5.4137936, -0.14291811 , 8.25293758         , 185.30614865182187    , -22.05308556
Gaia DR3 712942516481108992 , 134.2355429148086    , 32.910133781010856  ,       5.414233 , 0.22223043  , 17.037678369336724 , 191.30046567267627    , 39.550698249734495
Gaia DR3 5363161881982260352, 161.42095102948417   , -47.45980121        ,       5.414826 , 2.7124863   , 2.511500548865757  , 281.93415678882434    , 10.219735065484974
Gaia DR3 6159160123837219328, 191.6926702379991    , -33.31560899        ,       5.414959 , 1.5321121   , 8.408141977146812  , 301.8111234271959     , 29.545983962406776
Gaia DR3 5097560245398213888,  62.32431309174864   , -16.38585238        ,       5.415455 , -0.18365145 , 4.987345157355987  , 210.32139889390064    , -43.12232688
Gaia DR3 5886050373367262080, 234.70586821270822   , -52.37283928        ,       5.4156437, 0.021492958 , 7.857443823        , 326.9916234947652     , 2.5003967876239055
Gaia DR3 2891113808890784256,  89.08726704545909   , -31.38240999        ,       5.4161024, 0.56613445  , 2.2951829792594247 , 237.0251566347866     , -24.72922814
Gaia DR3 88742927803267712  ,  39.70411505408759   , 21.96133492919045   ,       5.4162683, 0.24569702  , 12.09326884149687  , 153.46116325865844    , -34.46673007
Gaia DR3 502562305222234240 ,  75.58275331974677   , 74.26954822207388   ,       5.416303 , 1.7978086   , 4.479779565735314  , 137.71187368898083    , 19.16728263497956
Gaia DR3 2655904357329351552, 345.1787730937572    , 3.011431641616535   ,       5.4163213, 1.5083499   , 7.333467183147906  ,  77.06005207514283    , -49.73696835
Gaia DR3 6890965518204449536, 321.0482895906443    , -12.87807149        ,       5.4164777, 0.40667295  , 21.07757001680424  ,  38.63099444079142    , -39.64488398
Gaia DR3 6204661767584359296, 225.74687559365972   , -32.64338933        ,       5.4165015, -0.1574893  , 6.816802947049474  , 332.6043208087372     , 22.541149819076516
Gaia DR3 1729093742484760320, 259.2286975511291    , 89.03768852287028   ,       5.416544 , 2.2970862   , 3.6635871097981987 , 121.9379005498641     , 27.510481788922974
Gaia DR3 4284055231526705920, 276.9596606742309    , 3.748525618929907   ,       5.4166236, 1.801846    , 2.7592841412254154 ,  33.59082213456049    , 6.955399555019225
Gaia DR3 6349381755771519488, 308.3237630446946    , -80.96495882        ,       5.4169326, 1.3421593   , 4.282340265947909  , 312.4220454227695     , -30.69159379
Gaia DR3 3556832021782292864, 161.7168203978927    , -17.29695842        ,       5.417086 , 0.15827703  , 17.79948991724487  , 265.1603908958322     , 36.27789502598776
Gaia DR3 2613067624829515008, 332.65630953073827   , -11.56489985        ,       5.417349 , -0.15902233 , 6.339396127652211  ,  47.36571467          , -49.231338
Gaia DR3 6356922790630285312, 334.46004579643596   , -77.51149392        ,       5.417467 , 0.40532207  , 25.75751255495029  , 312.56141796579476    , -36.58547537
Gaia DR3 3312628358950130176,  67.66251575060892   , 15.691769659062853  ,       5.4175873, 0.32913733  , 21.86843191355519  , 180.81998249685572    , -21.74858981
Gaia DR3 5720190212507826688, 125.47709761527761   , -17.58640273        ,       5.4176693, 1.2190661   , 10.688525515028264 , 239.29323468059766    , 10.865337814791259
Gaia DR3 357623445496975872 ,  29.639656139643364  , 49.20453820535307   ,       5.417739 , 1.1850281   , 12.693960390376622 , 134.0593880404361     , -12.21157481
Gaia DR3 3195447907219959168,  62.69921980613113   , -8.819805368        ,       5.4182024, 1.1907196   , 10.194644732642123 , 201.39614294444144    , -39.57634438
Gaia DR3 6618669608159645312, 333.57824618512643   , -27.76689847        ,       5.4183826, -0.13558388 , 6.129984331077987  ,  22.58210964          , -55.28540264
Gaia DR3 1754631755466911360, 309.4548418939179    , 11.377636970931711  ,       5.4184995, 0.058772564 , 16.64777938173386  ,  56.13078089894737    , -17.49675599
Gaia DR3 2223560373653613312, 332.6607616252673    , 70.13268626098666   ,       5.418816 , 0.52829504  , 30.688131090312826 , 110.00131040940053    , 11.409818661763659
Gaia DR3 6724849549165414144, 273.3028979694992    , -41.33613794        ,       5.4190316, -0.19171095 , 1.7423004885572884 , 351.88730605612454    , -10.96579375
Gaia DR3 3587276021285785856, 177.7768477689868    , -11.20785044        ,       5.4193363, 4.191799    , 4.663186405561109  , 280.0524823           , 48.96526461039449
Gaia DR3 6564091190988411520, 327.0667117287086    , -47.30492965        ,       5.419392 , 0.777997    , 64.27166055130206  , 350.87590125856497    , -49.10651495
Gaia DR3 2910081483982269824,  92.64445396942027   , -27.15459468        ,       5.4195495, 1.2112184   , 8.409546332269832  , 233.82303117371794    , -20.39829637
Gaia DR3 6882639569483072000, 313.6989609028455    , -17.92297291        ,       5.4199305, 1.3442407   , 8.167744615        ,  29.326575816712744   , -35.05913262
Gaia DR3 1092518738120160256, 128.64991038948975   , 65.14481984         ,       5.4203057, 0.26510477  , 21.782302439201864 , 150.52414494615803    , 35.20507517936839
Gaia DR3 5842305886603363200, 181.5457397          , -73.5567944         ,       5.4203095, 2.521634    , 2.8656433463135826 , 299.6892097534137     , -10.97061957
Gaia DR3 600978285351788800 , 125.98003070799663   , 10.63195827197392   ,       5.4207177, 1.9739108   , 4.125751496788869  , 213.67817693785588    , 25.315238588049517
Gaia DR3 586587361769876480 , 142.12144093992566   , 8.188161643853874   ,       5.420982 , 1.1754899   , 7.146068075273603  , 224.64425759626752    , 38.49493167069679
Gaia DR3 2576176638895865984,  17.091284420247362  , 5.648990350486178   ,       5.4211965, 0.4737463   , 28.935692405840353 , 130.67400312816773    , -56.96808925
Gaia DR3 3532027383058513664, 167.18294346262527   , -28.08075245        ,       5.421471 , 0.08493805  , 18.313902228427466 , 276.8658583659874     , 29.54107012018189
Gaia DR3 6788186538497052288, 316.50498447850293   , -30.1254301         ,       5.4219284, 1.2094779   , 11.184322758011378 ,  15.349547996715923   , -40.94639111
Gaia DR3 6715175908398323072, 282.2105218250738    , -43.6801179         ,       5.422138 , 0.19668102  , 8.895474308416244  , 352.39751098114806    , -17.91626186
Gaia DR3 6501173218636511488, 351.65272445496043   , -52.72104437        ,       5.4226995, 0.550004    , 31.419678694256916 , 328.8591729511587     , -59.92637363
Gaia DR3 2249915976607967616, 301.22231447157185   , 68.02711705         ,       5.4234295, 2.2454748   , 3.012561430268286  , 100.93527659696475    , 18.539231998865603
Gaia DR3 4799225494826567936,  82.90011362043165   , -45.92516038        ,       5.4234653, 1.5062089   , 5.696770228410308  , 252.0204529218244     , -32.60989074
Gaia DR3 1910125617577909376, 350.47894387740064   , 31.812431273948036  ,       5.423769 , -0.124948025, 4.761236634340023  , 101.57480783835459    , -27.3198778
Gaia DR3 4575302701925636480, 259.7024324          , 28.822935206704184  ,       5.423873 , 1.1325183   , 9.961518528        ,  51.58786321267409    , 31.76678986590044
Gaia DR3 1214075521005940224, 229.60205169521254   , 20.57266356967069   ,       5.4239793, 1.1495461   , 7.790244513        ,  29.931663388009678   , 55.886138877465925
Gaia DR3 6548377314399810048, 349.54193166127016   , -40.82490687        ,       5.4239964, 0.59592056  , 29.15135361542001  , 351.4357233297755     , -66.42794984
Gaia DR3 5966510057279631488, 253.50765128170775   , -41.80640037        ,       5.4242997, 0.35769844  , 0.1598843584599856 , 343.46279853725764    , 1.2154956900689977
Gaia DR3 166534337543253120 ,  65.04143879504805   , 31.953118041361908  ,       5.4243217, 2.03787     , 5.577383654906032  , 166.35446106563765    , -12.80886574
Gaia DR3 4176289176294618752, 265.6466975420025    , -4.849796758        ,       5.4244347, 2.5976338   , 3.932713794632184  ,  20.507228198171294   , 12.936600968517531
Gaia DR3 4616663752381098240,  24.368487440216747  , -84.76950052        ,       5.4247966, 1.1031895   , 8.639219674950354  , 301.69959677703696    , -32.2481663
Gaia DR3 6013454393412480384, 231.8254337755075    , -36.7676639         ,       5.425261 , -0.20532274 , 7.029691215099577  , 334.59821979941296    , 16.343043565441334
Gaia DR3 248963242512513792 ,  53.03599011770171   , 48.023352496191755  ,       5.425504 , -0.10622883 , 5.637813309837287  , 148.67993044976532    , -6.650907529
Gaia DR3 2435271676880027008, 358.2108204104255    , -8.99686619         ,       5.425523 , 1.3019142   , 6.603435809525055  ,  82.82568602707136    , -67.18653365
Gaia DR3 1643563042195991424, 241.5815679864761    , 67.81041603789089   ,       5.4261904, -0.019526482, 12.530220108468713 , 101.15539335207806    , 40.087618098528424
Gaia DR3 3334753590918152320,  83.81939813194712   , 8.700699613117962   ,       5.426565 , 3.3803296   , 3.3155230691107054 , 196.1567116601083     , -12.59283386
Gaia DR3 2073537612700605696, 299.30782135389217   , 40.36782651389044   ,       5.4267197, -0.09700394 , 2.831391470919754  ,  75.65387649          , 5.931373025738971
Gaia DR3 2528774287440187136,  11.35067608820979   , -4.628999972        ,       5.4267626, 1.9694815   , 3.4789543361201662 , 119.00694823910491    , -67.45474481
Gaia DR3 3419439831914622720,  74.45271155         , 23.94850179975796   ,       5.4268966, 1.3014464   , 5.552214783737412  , 178.09320829919488    , -11.64527816
Gaia DR3 5312912791851427840, 142.52115443115858   , -51.5171125         ,       5.427502 , -0.102517605, 7.685086878560278  , 274.30846250832883    , -0.198385098
Gaia DR3 5318113550566048256, 129.84916551221556   , -53.4396651         ,       5.427765 , -0.19622135 , 6.273831262746321  , 270.5856274733624     , -7.219285445
Gaia DR3 64940906245415808  ,  57.08683199         , 23.421039463726608  ,       5.428299 , -0.067106724, 7.690936370750085  , 167.3320344929308     , -23.82561488
Gaia DR3 5403454619447879424, 168.06170030852968   , -32.43374718        ,       5.4287252, 2.2628636   , 3.6310489670938577 , 279.7511011940307     , 25.93454052285652
Gaia DR3 6301494274873625216, 211.67348978348753   , -14.20496572        ,       5.4287963, 2.644693    , 4.042981603706739  , 329.07994162057537    , 44.81206779112756
Gaia DR3 2378164524697475712, 349.2866792552162    , -28.43872213        ,       5.429002 , 2.1110497   , 2.513064900637148  ,  23.83144776783673    , -69.13679321
Gaia DR3 6428264224644930048, 295.40543509953454   , -65.85473343        ,       5.4296136, 1.8639221   , 4.427114173        , 330.2921537616742     , -29.68099024
Gaia DR3 3959965486205062528, 187.75227445791788   , 24.56712552519047   ,       5.4305024, 0.08141613  , 12.078489015650161 , 240.92694666074763    , 84.73917107046937
Gaia DR3 3160077236630547328, 108.6356953334747    , 12.115748205343104  ,       5.430864 , 1.1723881   , 9.892045363656937  , 204.6309289043393     , 10.560950116262616
Gaia DR3 1328866562170960512, 243.66878716838013   , 33.85822643128281   ,       5.4312882, 0.80530643  , 44.05746961395318  ,  54.66633170454885    , 46.142312990229456
Gaia DR3 1880774601350806016, 337.2927398902904    , 26.763179119382144  ,       5.431441 , 1.3602047   , 3.7540712572127255 ,  87.57485202014855    , -26.17194426
Gaia DR3 244122956108424576 ,  57.518182826386294  , 44.96772963314105   ,       5.4314513, 0.9777384   , 11.18564464104006  , 153.01563218800757    , -7.217793588
Gaia DR3 6314539022560864640, 230.96748785842374   , -12.36966407        ,       5.4318132, 1.2037902   , 6.527895387490641  , 351.01959864403227    , 35.89838076103843
Gaia DR3 4130337492996407808, 250.47383517839566   , -19.92416692        ,       5.4319   , 0.619112    , 32.413255721742864 , 359.0612525408925     , 17.023876454429363
Gaia DR3 4325706656113783680, 247.4456746512309    , -14.55082456        ,       5.432307 , 1.0187864   , 9.118161025        ,   1.6462524020111537  , 22.620489898515554
Gaia DR3 2300912940810489088, 342.7635328314375    , 85.37423342173258   ,       5.432493 , 1.5353117   , 7.573116220925719  , 120.4119920739236     , 23.103897833836225
Gaia DR3 2943773234678641792,  97.15599114584353   , -17.46596901        ,       5.4328475, 1.3000126   , 7.270047489459458  , 226.2044075018665     , -12.78117743
Gaia DR3 6068270408181443712, 200.15738329395373   , -52.74789728        ,       5.4336877, -0.17360306 , 8.390239075294566  , 307.4083135082856     , 9.869946925336023
Gaia DR3 4135383014436870528, 259.5803172153298    , -16.31182708        ,       5.433793 , 2.1639323   , 4.032459180965947  ,   7.304253501598578   , 12.093373383667133
Gaia DR3 6150348538868920320, 187.09345286883544   , -39.04122046        ,       5.4339595, -0.064909935, 6.648328792540072  , 298.0466306446249     , 23.611651214825784
Gaia DR3 6586653856784805504, 329.09474150080706   , -37.25369725        ,       5.434555 , 0.12802744  , 10.384108130408896 ,   6.254408151141808   , -51.96388062
Gaia DR3 272978775488802816 ,  69.99225445494139   , 53.47256512338719   ,       5.435337 , 0.4671936   , 15.093765422379212 , 153.03106458714606    , 4.5273915682097154
Gaia DR3 2457106882592567936,  21.71491675223592   , -13.05646836        ,       5.4357   , 0.44650364  , 28.23195730259055  , 155.1637881353114     , -73.66983371
Gaia DR3 4081435682568602240, 285.9322012156563    , -22.71206659        ,       5.435784 , 4.5484295   , 4.544918600285414  ,  13.714939312539697   , -12.71270766
Gaia DR3 940933021368842240 , 104.32710394842964   , 37.394713327181215  ,       5.436844 , 2.479476    ,                    , 179.15502275725044    , 17.159313215347925
Gaia DR3 6427300640141722752, 300.0960261883134    , -66.9502659         ,       5.4369245, 1.2095394   , 13.583516558271581 , 328.95163452248715    , -31.52256493
Gaia DR3 688237795874306944 , 135.68442535947963   , 24.452879522897604  ,       5.437312 , -0.027825832, 7.294722156059389  , 202.31435162090224    , 38.896664094598435
Gaia DR3 5857133251912161152, 197.11584342112712   , -67.7967644         ,       5.4373755, 2.249413    , 3.017049801058576  , 304.54518959097265    , -4.97836043
Gaia DR3 4552713063736075904, 267.1033162060425    , 20.56546209001381   ,       5.437513 , 1.1044464   , 12.119007160151291 ,  45.24612266630671    , 22.733560280744907
Gaia DR3 4087025599684918656, 287.06962001078307   , -19.29029332        ,       5.438002 , -0.038775444, 2.373438996901854  ,  17.354698814170586   , -12.25753631
Gaia DR3 3756065899557202176, 163.57404073767694   , -13.75799879        ,       5.438056 , 1.011693    , 6.428773375546925  , 264.4617270227753     , 40.20526941330043
Gaia DR3 4262926260180886656, 290.14871833231086   , -0.892142591        ,       5.4386754, -0.018315792, 6.658723243989761  ,  35.471548692985905   , -6.892463056
Gaia DR3 4622365338646339200,  64.49768994981712   , -80.21375669        ,       5.4388146, 1.0449944   , 7.412930288173168  , 293.79802801500546    , -32.90399374
Gaia DR3 1817144660868881664, 306.4189096120299    , 21.409609064395013  ,       5.4388537, 1.0878439   , 7.553685753036926  ,  63.024919011320115   , -9.481668283
