id   , designation                 , appmag   , absmag               , bprp          , ra                   , dec                  , ly                 , parallax           , parsec             , from earth X         , from earth Y        , from earth Z         , galactic l            , galactic b
 1769, Gaia DR3 6624368617444980992, 6.975166 , 2.262173992655633    , 0.7170148     , 340.2681697010376    , -23.521485308375574  , 285.7746975109244  ,  11.413046810679658, 87.61902203575112  , 75.62155684634598    , -27.123843741530614 , -34.96813211084248   ,  32.220753819236165   , -60.154560923594524
 1770, Gaia DR3 3120504610556586880, 7.974534 , 3.261799443952838    , 0.6930227     ,  98.18452903216102   , 0.42963938785737293  , 285.74081787008936 ,  11.414400029760017, 87.60863447862047  , -12.471760845430179  , 86.71387691285703   , 0.6569378698190645   , 210.26202996958273    , -4.21747243536696
 1771, Gaia DR3 2789120739474420992, 7.332899 , 2.6202060733416994   , 0.50273466    ,  13.326016850955197  , 19.766380631078363   , 285.73533997336483 ,  11.414618857800475, 87.60695494590468  , 80.22520675485636    , 19.00290367161223   , 29.627426619295633   , 123.1474975565518     , -43.22835909882866
 1772, Gaia DR3 2268467486545969792, 5.356526 , 0.6438978168074829   , 0.06858921    , 281.5923729853624    , 75.4342684117677     , 285.72682076752864 ,  11.414959195075532, 87.60434294249643  , 4.4272079994322455   , -21.58226091920926  , 84.78871826682757    , 106.5997504878845     , 26.456627408294874
 1773, Gaia DR3 4142228883046369920, 6.696025 , 1.98345001715058     , 0.20013666    , 257.68077414119807   , -12.70138438099803   , 285.71982064234874 ,  11.415238861159285, 87.60219669187406  , -18.233274762683088  , -83.49073921899749  , -19.261075290223214  ,   9.219115745572513   , 15.895148316062446
 1774, Gaia DR3 2938691704252262272, 6.5301623, 1.8176234932043167   , 0.36070824    ,  97.87289645162056   , -21.405443107084764  , 285.71506067881364 ,  11.415429037065987, 87.60073727872971  , -11.171505527528945  , 80.78940217480066   , -31.97122350276466   , 230.06397316323384    , -13.99445499198673
 1775, Gaia DR3 4390128726013642112, 6.4481287, 1.735658288782492    , 1.0961728     , 260.5173164210272    , 5.000524053259123    , 285.7060615596302  ,  11.415788598238313, 87.59797813304989  , -14.376795808212107  , -86.07213944930818  , 7.63546500916014     ,  26.922371595142163   , 22.40037473228314
 1776, Gaia DR3 1649746523792049408, 4.9591694, 0.2467339256821175   , 1.2472048     , 245.45273423545564   , 69.10934522768763    , 285.7014648612545  ,  11.41597226875933 , 87.59656877728895  , -12.976667297862393  , -28.412560894044404 , 81.83820227031579    , 101.86490747159228    , 38.20283394901198
 1777, Gaia DR3 201013750882985984 , 7.597385 , 2.8849666734592914   , 0.6955719     ,  77.64145864237592   , 40.84404765871451    , 285.6992087304871  ,  11.416062419258486, 87.59587704365     , 14.182736097920875   , 64.7300771944762    , 57.287911274719505   , 165.9686601083476     , 0.38923732909235187
 1778, Gaia DR3 3789847913284456576, 6.7470536, 2.0347544585871002   , 0.21568727    , 169.15200415881364   , -3.966828316916524   , 285.68352805128615 ,  11.416689027357858, 87.59106931998375  , -85.81971690297063   , 16.445504439911275  , -6.059455340955439   , 262.4277872177777     , 51.320703749657504
 1779, Gaia DR3 2051422413763933568, 6.604722 , 1.8927771884179334   , 0.4986887     , 292.37540715362377   , 36.28790989569857    , 285.6369154683292  ,  11.418552096644644, 87.57677782053044  , 26.872329045070575   , -65.27666937680424  , 51.83171210939686    ,  69.28183522351266    , 8.83030789412316
 1780, Gaia DR3 1603235601389324800, 7.794771 , 3.0829043418673      , 0.6834707     , 232.94134391281838   , 59.72057894374318    , 285.6266352969605  ,  11.41896306907449 , 87.57362590201024  , -26.60992448398963   , -35.23744888807445  , 75.6265434119658     ,  94.3737095832853     , 47.499110153572
 1781, Gaia DR3 1891627124715443328, 6.018037 , 1.3062000384151595   , 0.4114957     , 332.0716825238544    , 25.54335574657964    , 285.622729160733   ,  11.419119233205597, 87.57242827381162  , 69.81072232426264    , -37.00706169123365  , 37.76070215604851    ,  82.36620823305097    , -24.222630516766586
 1782, Gaia DR3 4280915782213121664, 7.976598 , 3.2647987048807865   , 0.55526733    , 284.43638991464405   , 3.7751209400742702   , 285.61777477800376 ,  11.419317311519023, 87.57090925140233  , 21.78449432606831    , -84.62184342979855  , 5.765723598777476    ,  36.85482161980161    , 0.563320665679083
 1783, Gaia DR3 3490856994789452416, 5.033878 , 0.322095288959078    , 1.0880923     , 178.67747697530453   , -25.71355067130207   , 285.6155934518999  ,  11.419404524036517, 87.57024045300405  , -78.87753034023385   , 1.8210046442418972  , -37.994291183124915  , 286.8541896897723     , 35.47449749341878
 1784, Gaia DR3 4558296040187771392, 7.1869106, 2.475170408603037    , 0.342247      , 254.09169926309215   , 16.285220280965422   , 285.61000086210146 ,  11.419628129810308, 87.56852575519122  , -23.039373082592483  , -80.83589758716298  , 24.55588834020058    ,  35.51259939829823    , 32.86467104524556
 1785, Gaia DR3 4634033287320671616, 6.5825706, 1.8708490278038825   , 0.4454403     ,  32.60319205821046   , -76.62366455589786   , 285.6075519213978  ,  11.419726047361713, 87.56777490568864  , 17.06618304920165    , 10.915619101057432  , -85.19219364299246   , 297.16205395768924    , -39.49815091031785
 1786, Gaia DR3 2731038969017771136, 6.475964 , 1.7645431636655013   , 0.4841404     , 338.16488553641545   , 13.044622074687487   , 285.56799973306806 ,  11.421307720223243, 87.55564813557564  , 79.1769196017956     , -31.724809696007213 , 19.762170239213376   ,  78.16746676737601    , -37.498926054382906
 1787, Gaia DR3 903916794187995392 , 6.666889 , 1.9555414796017887   , 1.0870862     , 127.01682502563223   , 35.89178399089032    , 285.5583581959519  ,  11.42169334704571 , 87.55269202343416  , -42.70258201272478   , 56.63363109532545   , 51.328307968950355   , 186.1484357750268     , 33.93895183873993
 1788, Gaia DR3 6813573952742221824, 7.550011 , 2.838677481866087    , 1.0589013     , 330.1761544290033    , -23.297541469491595  , 285.5565168413508  ,  11.421766997571462, 87.5521274608932   , 69.76335020148463    , -39.99241397023741  , -34.62739979303476   ,  28.588393521680292   , -51.11783894704014
 1789, Gaia DR3 4510996390003527808, 7.912845 , 3.2016847991857373   , 0.6349907     , 282.2285571317301    , 16.257038594627574   , 285.533725893222   ,  11.422678668857808, 87.54513971633882  , 17.80166767719044    , -82.1377519822419   , 24.50799492345053    ,  47.08184558182878    , 8.09253284647954
 1790, Gaia DR3 5297892500936349952, 7.322346 , 2.6112293079005253   , 0.58911705    , 132.40729773755055   , -62.50858344088507   , 285.5280048530054  ,  11.42290754169317 , 87.54338563540313  , -27.253306595072328  , 29.83854572242344   , -77.65798630736403   , 278.6196072924933     , -11.634299232532817
 1791, Gaia DR3 6311444137847218560, 7.8869133, 3.1759304371428607   , 0.552897      , 222.4958749277961    , -13.508693977337007  , 285.51040812053157 ,  11.423611564532154, 87.5379904464525   , -62.75839028930762   , -57.49915774482177  , -20.448253674440064  , 341.69387838728795    , 40.47366034547656
 1792, Gaia DR3 6782563051913642624, 6.8195863, 2.1087071118516416   , 0.6464968     , 321.31573649912616   , -34.85709749783439   , 285.4967770462056  ,  11.424156986094943, 87.53381113522535  , 56.069478362146526   , -44.89484430171513  , -50.02833840113862   ,   9.515511840208168   , -45.349111179977704
 1793, Gaia DR3 4684818698623432576, 7.4495535, 2.738765394722236    , 1.0226932     ,  13.286450228354413  , -74.65146206232345   , 285.4848020745119  ,  11.424636184831755, 87.53013958796156  , 22.548217688938156   , 5.324542750011803   , -84.4082487665962    , 302.8428441593842     , -42.350835642229534
 1794, Gaia DR3 6095329423696557696, 6.528443 , 1.8177556063297917   , 0.305058      , 210.0785377887302    , -46.12720878898005   , 285.4715617650831  ,  11.42516606499657 , 87.52608008593529  , -52.492158612355986  , -30.402375629143396 , -63.09582819433697   , 314.97801109239396    , 15.275389108483532
 1795, Gaia DR3 2953751268345003136, 7.4438167, 2.7333683720659767   , 0.47388506    ,  99.20846772207705   , -11.425051254943336  , 285.44013483460304 ,  11.426423974644965, 87.51644453408892  , -13.72748673421666   , 84.67676809399873   , -17.3357756389879    , 221.3894424734856     , -8.615051996848377
 1796, Gaia DR3 82712106524911104  , 5.95932  , 1.24902373576038     , 1.1410189     ,  37.726812104729675  , 17.703490075606837   , 285.42014675577894 ,  11.42722417135735 , 87.51031615416518  , 65.93734548104815    , 51.01147778013348   , 26.611107436591006   , 153.73015281368652    , -39.32531308342226
 1797, Gaia DR3 5487468474726154368, 6.6142273, 1.9041421356936494   , 1.1979351     , 110.73666036107029   , -55.576673729340875  , 285.39240095295224 ,  11.428335124233659, 87.50180924249509  , -17.514244938313826  , 46.260564995085055  , -72.17879170009886   , 266.8128957742844     , -17.933484987685468
 1798, Gaia DR3 1304398236565585152, 7.9298406, 3.2199589456421354   , 0.65586805    , 249.20398680202604   , 26.531858878059854   , 285.36565528903566 ,  11.429406235647011, 87.49360897516394  , -27.792438655496362  , -73.1794498885513   , 39.08298963856742    ,  45.89407210642295    , 40.384319060715555
 1799, Gaia DR3 4226301630912281600, 4.074997 , -0.6347631991863185  , 1.1038086     , 309.58460212272996   , -1.1052045682584333  , 285.3496946140565  ,  11.430045525057777, 87.4887154043024   , 55.73891631582023    , -67.4136548251666   , -1.6875053025992812  ,  44.578398385734474   , -23.919657915789482
 1800, Gaia DR3 734560736147441024 , 7.726265 , 3.0166622959493736   , 0.5075288     , 160.7973499962343    , 29.38485444731612    , 285.32899918226497 ,  11.430874567069687, 87.48237014872177  , -71.98600561786839   , 25.071912674007276  , 42.925275501610244   , 200.44827906097112    , 61.48024359379981
 1801, Gaia DR3 2685674145752713216, 7.9974895, 3.287901511691924    , 0.7214546     , 318.7103222493105    , -2.0348356259730895  , 285.32706555702157 ,  11.43095203265317 , 87.48177729584052  , 65.69087323535825    , -57.68987688263824  , -3.1062256326885938  ,  48.85331984932964    , -32.28153232562833
 1802, Gaia DR3 5832750069746247296, 7.429779 , 2.720345907067834    , 0.61852694    , 240.9193972501453    , -61.47110205150359   , 285.30671334502347 ,  11.43176745391116 , 87.4755372720488   , -20.30599644063524   , -36.511757729212064 , -76.85393729087555   , 323.75003972569147    , -6.483403485158463
 1803, Gaia DR3 3111154810353133184, 5.357741 , 0.6483575768463341   , 0.42893028    , 107.8482804536873    , -0.3019728173631489  , 285.3001873771493  ,  11.432028944616212, 87.4735363988856   , -26.810048816940554  , 83.26240636083348   , -0.4610201339046602  , 215.31059281302728    , 4.056662196416189
 1804, Gaia DR3 6725834608513954304, 7.5827894, 2.873604454433239    , 0.6487398     , 273.3686287987412    , -39.71219801697684   , 285.2741114736724  ,  11.433073906185859, 87.46554148127657  , 3.9535973234404675   , -67.16779593440377  , -55.884498782142515  , 353.2364894868974     , -10.005339596316183
 1805, Gaia DR3 6300374048619784576, 7.640301 , 2.93117970526622     , 0.68007755    , 215.95413454808127   , -12.942800557287722  , 285.26574955821775 ,  11.433409040696532, 87.46297770337439  , -69.00142783377972   , -50.048127965779926 , -19.589801243544407  , 334.7811327092853     , 44.32933407197701
 1806, Gaia DR3 2520805233320940416, 7.226656 , 2.518069335538355    , 0.37861967    ,  35.383334888451316  , 7.752262563881107    , 285.1955239677311  ,  11.436224365039594, 87.4414464145167   , 70.63912738766605    , 50.169698389140216  , 11.794981836127873   , 157.85924491454134    , -49.10056087423262
 1807, Gaia DR3 2162015863124935168, 6.9454575, 2.236979483088146    , 1.1371708     , 314.20141659079627   , 42.89666322304414    , 285.1812548388233  ,  11.436796579927194, 87.43707147463893  , 44.65795679731206    , -45.92051310246994  , 59.51650896311386    ,  84.01950036016376    , -1.5863667381060869
 1808, Gaia DR3 1845977154281033984, 7.6626225, 2.954275943126378    , 0.61070204    , 315.4236750404891    , 28.101200200081237   , 285.1639906066324  ,  11.437488979802984, 87.43177823085652  , 54.93742197196868    , -54.13089891028639  , 41.18302192467044    ,  73.25712465798601    , -11.881613382198958
 1809, Gaia DR3 6253759943927705728, 6.2545786, 1.5462345271444073   , 0.28395176    , 232.9305431994117    , -20.165068726291068  , 285.1636643984403  ,  11.437502063526711, 87.43167821485434  , -49.47183139061847   , -65.48601735720557  , -30.139969890758405  , 346.32667560518297    , 29.091941956135493
 1810, Gaia DR3 6373604233152958080, 7.5358706, 2.827802370184669    , 0.47912645    , 310.72465909131796   , -71.9272899852667    , 285.1274422406573  ,  11.438955066440544, 87.42057243793072  , 17.69371049542253    , -20.552937170325308 , -83.10755602201479   , 322.2733811124405     , -34.02963654525148
 1811, Gaia DR3 4368204013179503616, 7.7918124, 3.0839455968763287   , 0.6652441     , 259.5617224469675    , -0.7648665507871262  , 285.1009949261524  ,  11.440016197925992, 87.41246364505096  , -15.835646774800614  , -85.95818459987974  , -1.1668727497457314  ,  20.979507491386236   , 20.510549240427014
 1812, Gaia DR3 5769292237140760960, 5.530516 , 0.8227009309004423   , 0.24173021    , 205.22583410711783   , -85.78614577357398   , 285.094202647335   ,  11.440288752677967, 87.41038112048683  , -5.81034181370224    , -2.737339934905212  , -87.17408804064128   , 303.85292783890173    , -22.877991640478047
 1813, Gaia DR3 5661680869465062016, 5.381495 , 0.6741668993375347   , 1.2489648     , 144.25055355255122   , -25.296598589260277  , 285.03027537300494 ,  11.442854608099992, 87.39078090637761  , -64.1234719829539    , 46.16135380245157   , -37.342446939142995  , 256.58123417092634    , 19.611843023164322
 1814, Gaia DR3 214878111469201664 , 5.9926805, 1.2854489558384117   , 1.2320747     ,  87.73611430151753   , 51.51444192101514    , 285.01760152366774 ,  11.44336343637767 , 87.38689508200608  , 2.1482116782950333   , 54.339935396526734  , 68.40340663855913    , 160.7399709778494     , 12.01219104669424
 1815, Gaia DR3 6634682277034561536, 6.7706985, 2.0636850092972816   , 0.30960464    , 275.7685375184279    , -60.74929926183922   , 284.9889822544285  ,  11.44451260606345 , 87.37812036400634  , 4.2913473158248685   , -42.4795290133344   , -76.2365389519161    , 333.91835155256854    , -19.893029394311302
 1816, Gaia DR3 152375376557185152 , 4.5994477, -0.10724262079990154 , 1.340339      ,  65.08826068541218   , 27.35040948810144    , 284.9465718566525  ,  11.446215965148674, 87.36511726187852  , 32.68632169583971    , 70.37889009746404   , 40.13826001244874    , 169.65532656887868    , -16.209884906441168
 1817, Gaia DR3 4168856408973851136, 7.845189 , 3.1385638600473627   , 0.88189507    , 266.1445008115624    , -7.408327708325021   , 284.9380187752746  ,  11.446559550104586, 87.36249487216995  , -5.825251611310752   , -86.43716255978575  , -11.264496551910948  ,  18.33174098083897    , 11.524265750615514
 1818, Gaia DR3 5313922315321722752, 7.1687803, 2.4622518987737676   , 0.5485554     , 142.0870790853186    , -49.65496341207047   , 284.9253251177677  ,  11.447069503744197, 87.35860297457896  , -44.618818165712014  , 34.75096511590028   , -66.58120607708098   , 272.66010786062543    , 0.9489466544816328
 1819, Gaia DR3 4075669603079159680, 6.1325216, 1.4263350585325334   , 0.11837292    , 284.6034863994753    , -22.529438747879336  , 284.8804722172278  ,  11.448871783366696, 87.34485099683214  , 20.341438145313727   , -78.07250800552995  , -33.46688487991742   ,  13.197713365377009   , -11.242053155241438
 1820, Gaia DR3 6349549740532306688, 7.157151 , 2.4513025078854582   , 0.40373182    , 316.68500897126546   , -80.69872404108476   , 284.83612619509773 ,  11.450654253618106, 87.33125442889224  , 10.269967467917345   , -9.683002260347175  , -86.18303333927126   , 312.0205925939843     , -31.845593032881766
 1821, Gaia DR3 2699288852779121152, 6.7084413, 2.002880454687368    , 0.44427204    , 321.82034463851403   , 5.391401290570681    , 284.79839752121563 ,  11.452171179288445, 87.31968675149795  , 68.3362896547349     , -53.736077405837584 , 8.204461934687307    ,  58.135277312218655   , -30.777965098006096
 1822, Gaia DR3 1478345060591740672, 7.315542 , 2.6100604217801555   , 0.59853077    , 212.73790085752998   , 31.873579311760817   , 284.788001474336   ,  11.452589235203153, 87.31649930534346  , -62.37193689420374   , -40.10036005117212  , 46.107197515917946   ,  53.545448193348605   , 72.28597284001667
 1823, Gaia DR3 1502029301264570240, 6.900563 , 2.1955926886407955   , 0.52987814    , 207.53380266975893   , 42.557222985744154   , 284.7209568610558  ,  11.455286031479744, 87.29594330966036  , -57.01938702478162   , -29.72518287377357  , 59.040534590756536   ,  89.61004178591878    , 70.52553760399863
 1824, Gaia DR3 782024282297079552 , 7.1030264, 2.3984420877776236   , 1.0537348     , 165.91212571782552   , 44.3292249661443     , 284.670349597692   ,  11.457322494630622, 87.28042703420817  , -60.55704725296231   , 15.197255128802755  , 60.989838562061344   , 167.34371438642128    , 62.12449488574387
 1825, Gaia DR3 2259031786994084352, 7.465836 , 2.7616452402422693   , 0.6711235     , 278.1256863426747    , 68.61448646001026    , 284.6187612995643  ,  11.459399180531085, 87.2646099717817   , 4.497640228169264    , -31.500823496167527 , 81.25627055783717    ,  98.88966446857991    , 26.820983016704716
 1826, Gaia DR3 4404208659602113280, 7.8660097, 3.1618937250547186   , 0.9443793     , 236.8504309545102    , -1.0632562899234792  , 284.608959289616   ,  11.459793845354882, 87.26160465838925  , -47.70874211864038   , -73.04684528567164  , -1.6192488459902428  ,   6.386091662250489   , 39.46327249130853
 1827, Gaia DR3 4161357774059544576, 7.8358064, 3.1317278882823043   , 0.5292702     , 264.3050862567793    , -14.001171705423118  , 284.60404912902976 ,  11.459991556625113, 87.26009919456634  , -8.401692773655784   , -84.2497823981296   , -21.111860075570494  ,  11.614252551345112   , 9.748140527565116
 1828, Gaia DR3 3104734658878949760, 7.8437395, 3.140336928823494    , 0.66998816    ,  98.89167512365103   , -3.9835826809260038  , 284.5154707636114  ,  11.463559402398383, 87.23294091281822  , -13.450744067258517  , 85.97638232645025   , -6.060127588788797   , 214.5315743582579     , -5.587657732639418
 1829, Gaia DR3 3466950244747111808, 7.1723466, 2.4695394477445873   , 0.9069166     , 177.674221946107     , -33.14118151330503   , 284.4374671608844  ,  11.466703147638373, 87.20902487180503  , -72.96222985146926   , 2.9633459961580537  , -47.677516868011594  , 288.23410529387326    , 28.08818342934298
 1830, Gaia DR3 1860154222860360448, 7.299824 , 2.597039088698647    , 0.4957242     , 307.27917284288844   , 28.36125555538133    , 284.43455387116677 ,  11.46682059408755 , 87.20813165208268  , 46.481683594985995   , -61.061964228564904 , 41.426414773330976   ,  69.05492321341083    , -6.0224390563751315
 1831, Gaia DR3 6345402485751622912, 7.044976 , 2.3422377055409065   , 0.64039326    , 327.40549831513323   , -82.43422130257643   , 284.4284477385961  ,  11.467066764705391, 87.20625950115777  , 9.673593705314783    , -6.185213362911627  , -86.44707292131426   , 309.2891403077398     , -32.137481264934095
 1832, Gaia DR3 6901048177273211520, 7.2316494, 2.529071610485998    , 0.57732725    , 307.20010373591066   , -11.726808775559443  , 284.4074249132393  ,  11.467914387238531, 87.19981386613748  , 51.62065260879023    , -68.00744261310854  , -17.722965659177028  ,  32.91276273684275    , -26.611689666178922
 1833, Gaia DR3 5580063399781825280, 4.9751806, 0.2728511156569944   , 1.156548      ,  98.08948353584422   , -37.697059702338336  , 284.37490513703807 ,  11.469225803972678, 87.18984324588176  , -9.70815368832419    , 68.30291320051575   , -53.31540645562147   , 245.96594977111775    , -19.856649535789185
 1834, Gaia DR3 4495739119963522944, 6.155297 , 1.4531335252435253   , 0.62427044    , 268.5587729077722    , 11.129793371652783   , 284.35316543834676 ,  11.470102662553861, 87.18317781624339  , -2.1515471380297315  , -85.51641173850729  , 16.829161073019705   ,  36.50870252776024    , 17.927008635941075
 1835, Gaia DR3 3936267810879405952, 7.949383 , 3.2472807434292132   , 1.1786742     , 197.11034319766125   , 15.491202766929012   , 284.34514906225496 ,  11.470426032433945, 87.18071998131416  , -80.29512530517528   , -24.71787381098727  , 23.285134806365658   , 321.4532007353463     , 77.91496656873777
 1836, Gaia DR3 2079828399742977920, 7.690238 , 2.9882657120034386   , 0.699666      , 295.19368941445254   , 44.52861971846996    , 284.3281307351906  ,  11.471112589410502, 87.17550213247361  , 26.454898161573087   , -56.2355965888719   , 61.13316785185737    ,  77.70945919019215    , 10.708042718831448
 1837, Gaia DR3 4553857483541662592, 7.7730727, 3.0711405949377673   , 0.59734106    , 263.6952872384911    , 19.137243527572913   , 284.3228693131044  ,  11.471324863454011, 87.1738889712605   , -9.04404633206947    , -81.8582152969467   , 28.578396258638367   ,  42.417889580379615   , 25.41283509909693
 1838, Gaia DR3 5574861816429080064, 5.2168517, 0.515142782246321    , 1.2702079     ,  94.25514011574715   , -37.73707301257652   , 284.293647668529   ,  11.472503964642934, 87.16492956392922  , -5.114646026571892   , 68.74242910891665   , -53.34832501694109   , 244.98285299754852    , -22.74812414332204
 1839, Gaia DR3 4108991260718946816, 6.532149 , 1.8306703134103657   , 0.5836401     , 258.55939712287284   , -26.98472003214484   , 284.26350692742807 ,  11.473720405597717, 87.15568835999586  , -15.405369506286284  , -76.12366295787004  , -39.547143281861814  , 357.6551746554416     , 7.141187301406902
 1840, Gaia DR3 5186034132153035008, 7.653359 , 2.9519361236341393   , 0.58434486    ,  45.02949079627599   , -3.6728778127023243  , 284.25620100634444 ,  11.474015301876223, 87.15344835181462  , 61.468553225721166   , 61.53186295929548   , -5.5830426030598375  , 181.04324236805246    , -51.627794782882695
 1841, Gaia DR3 2921885703378147456, 6.5162916, 1.8151223533754894   , 0.10458374    , 103.3419039515852    , -24.6845211469668    , 284.2230015900586  ,  11.475355554453763, 87.14326935272035  , -18.271737245677528  , 77.04316244504066   , -36.39291321085422   , 235.2463763910372     , -10.762424972227478
 1842, Gaia DR3 1278064726921713408, 6.2862053, 1.5854024221073715   , 0.3005886     , 229.8749962858015    , 32.51492855880757    , 284.17505180432346 ,  11.477291828720546, 87.12856786455669  , -47.34911412387585   , -56.179103477625645 , 46.833290107177724   ,  51.74769408096288    , 57.803375624808126
 1843, Gaia DR3 2012928271161549568, 7.7204566, 3.0198348278183857   , 1.0967612     , 356.32446496495095   , 62.17238670109985    , 284.1513519504986  ,  11.47824910074047 , 87.12130144792634  , 40.58569420331886    , -2.6071572653086323 , 77.04625443854549    , 115.14533333312177    , 0.19590774764321026
 1844, Gaia DR3 1008136237210713600, 7.467882 , 2.767269319146708    , 0.6851258     ,  91.55058009161007   , 64.0818232290911     , 284.1501622932805  ,  11.478297156957591, 87.12093669694274  , -1.0304077791952904  , 38.06549791617327   , 78.35823976554786    , 149.8811409435187     , 19.276378394271223
 1845, Gaia DR3 1748137799273965312, 7.1664743, 2.466013195123664    , 0.6312437     , 311.91116223532555   , 6.975945298701084    , 284.13032836167173 ,  11.47909840813732 , 87.11485557882479  , 57.75999469021068    , -64.3493413455584   , 10.580328175398934   ,  53.39434185650218    , -21.746849834069458
 1846, Gaia DR3 2591674770685223936, 7.813855 , 3.113493273277606    , 0.6256499     ,  19.067748857531694  , 16.166406587822472   , 284.1173253406458  ,  11.479623764898937, 87.1108688298378   , 79.07573176222513    , 27.332588773952715  , 24.25410698153659    , 131.1843897772663     , -46.446495635026324
 1847, Gaia DR3 475384301928844288 , 7.9717245, 3.2715017012534684   , 1.1819038     ,  65.3460946150386    , 62.24518840604015    , 284.0991484657784  ,  11.480358239767394, 87.10529576821473  , 16.920691360469363   , 36.866317676933896  , 77.08370369731398    , 144.74890915989224    , 8.484037437286904
 1848, Gaia DR3 3161834359292045824, 6.3728576, 1.673346692904314    , 0.08563328    , 111.61561350139425   , 10.608071577485251   , 284.0060251719894  ,  11.484122556994532, 87.07674400347975  , -31.528932017388303  , 79.56963457436612   , 16.02994216434644    , 207.12966987025874    , 12.277580734647485
 1849, Gaia DR3 1780263776689404032, 6.7692127, 2.0697153128323356   , 0.60530186    , 327.91715677244116   , 19.30688985180328    , 284.00425691140816 ,  11.484194059166533, 87.07620185169311  , 69.62882510758783    , -43.649030821488395 , 28.78982027381391    ,  74.58261647776241    , -26.24046533831663
 1850, Gaia DR3 6132928559536171520, 7.2456365, 2.5462503077172762   , 0.5604663     , 188.18255692089977   , -45.459937417891936  , 283.98971423889304 ,  11.484782146920875, 87.07174304286693  , -60.45105588818427   , -8.692345221040792  , -62.06127144270342   , 299.25353032403183    , 17.398925693470506
 1851, Gaia DR3 5362359891329627136, 5.6141887, 0.9151099073503213   , 0.36864185    , 166.1292368564208    , -47.67896081562382   , 283.9495147158606  ,  11.48640807949167 , 87.05941779880199  , -56.90642196452635   , 14.052102976477633  , -64.37033298500249   , 284.7155891186619     , 11.465030082867544
 1852, Gaia DR3 3540859141488726016, 7.7064915, 3.0074162488056606   , 0.6558533     , 176.3670153557373    , -21.474131584184203  , 283.94905162284573 ,  11.486426812695099, 87.05927581367375  , -80.85306894573611   , 5.133576224705909   , -31.870756853305142  , 282.71420146965926    , 38.8775369099546
 1853, Gaia DR3 461022721567517056 , 6.4410605, 1.7420293629322083   , 0.14786959    ,  42.94089784919393   , 58.31428552529226    , 283.94328316955745 ,  11.486660165341368, 87.05750719580736  , 33.47533499092208    , 31.15175882170333   , 74.08089786650825    , 138.0410931090952     , -1.1304880769451378
 1854, Gaia DR3 4000317631663747328, 7.4072504, 2.7082338468033065   , 0.45642757    , 181.5033710563759    , 23.20458566632141    , 283.9413761785604  ,  11.486737311398123, 87.05692250903262  , -79.98680662811286   , -2.0992375855800574 , 34.30177435264654    , 230.16193435446596    , 78.79979221929995
 1855, Gaia DR3 2089092880417251712, 7.4566183, 2.757614916498195    , 0             , 298.907286335359     , 52.438019372513224   , 283.93965411663845 ,  11.486806977162113, 87.05639452183571  , 25.65431238281218    , -46.45874158265902  , 69.00911109311804    ,  86.01029895528336    , 12.260835795373142
 1856, Gaia DR3 6507041892013489024, 7.8132415, 3.114250293335566    , 0.53377247    , 339.69090671283806   , -53.731434117872446  , 283.93806188950174 ,  11.486871391230665, 87.05590634221102  , 48.29820363045785    , -17.87476271307229  , -70.18908186524459   , 336.3105120446528     , -53.69385633968562
 1857, Gaia DR3 5848371587347137280, 7.8819947, 3.1831470342444614   , 0.65270424    , 218.84612923508448   , -67.43122042226068   , 283.9192933432135  ,  11.487630733348192, 87.05015187309554  , -26.02017183226042   , -20.955269128733637 , -80.38380617195844   , 312.53952932934254    , -6.380010953514226
 1858, Gaia DR3 4141626659906575232, 7.603856 , 2.9051501761040317   , 0.43404675    , 260.2514977268841    , -13.08565043390901   , 283.90074817307726 ,  11.48838113667676 , 87.04446589149894  , -14.355970515290386  , -83.55991416405827  , -19.707508665370412  ,  10.289387417231511   , 13.580619228347944
 1859, Gaia DR3 1812086598140686080, 7.722954 , 3.024327099456797    , 1.0326157     , 307.5249550784464    , 17.582172458856228   , 283.8904298325729  ,  11.488798695762782, 87.04130227025502  , 50.5407327942703     , -65.80659942391713  , 26.292852674827394   ,  60.189567306183896   , -12.326890889647224
 1860, Gaia DR3 4008342726516877312, 4.6245327, -0.07380198622531786 , 0.7382045     , 185.6262410347842    , 25.84612163011928    , 283.8522293624879  ,  11.490344843601314, 87.0295899393198   , -77.94654021715745   , -7.678768847448795  , 37.941045085351305   , 220.94600590591838    , 83.16782720113537
 1861, Gaia DR3 1163536640833785728, 7.8026614, 3.104738141574262    , 0.5072136     , 229.40360529782293   , 7.844537853881593    , 283.79845311612627 ,  11.492522119792584, 87.0131020481384   , -56.091862511897645  , -65.45183360554877  , 11.876041666215102   ,  10.538418929390266   , 50.68930678404185
 1862, Gaia DR3 2747402794414929280, 7.7843776, 3.0866124374961084   , 0.5242386     ,   6.5761509410603445 , 6.094356489638965    , 283.777791677094   ,  11.493358873238657, 87.00676721479722  , 85.9458164526056     , 9.908018583960578   , 9.237171818518553    , 111.08846714326378    , -56.29701755119257
 1863, Gaia DR3 5548310466041819392, 6.182908 , 1.485362097746398    , 1.0523987     , 123.96865921066886   , -30.926006607751848  , 283.7491392069404  ,  11.494519451639002, 86.99798231733908  , -41.69850929303388   , 61.893584684109     , -44.71093182855662   , 249.54051676379066    , 2.203075045219858
