designation,ra,dec,parallax,phot_g_mean_mag,bp_rp
Gaia DR3 4084474835781915392,290.4180416311052,-17.847102679696903,25.001107647767824,3.8882518,0.36080718
Gaia DR3 4255143126653060352,281.79360701332786,-4.747945922834593,4.854912899637715,3.8905008,1.2800968
Gaia DR3 6492406743706907776,349.3572276071401,-58.235369888848446,44.08078717004196,3.891795,0.5956261
Gaia DR3 6127435678627741824,187.009701956416,-50.23069651344533,7.924894436033528,3.8933313,-0.27349353
Gaia DR3 1683102889080800640,188.36984368693533,69.78828379171446,7.009279760101587,3.8934839,-0.11563444
Gaia DR3 5599824647403389952,115.95193084548448,-28.95480827545906,0.9731727800868006,3.8961058,0.40119076
Gaia DR3 3030133379058134144,113.44982947953935,-14.523886220595731,1.3538433380226595,3.8964202,2.316068
Gaia DR3 140457735662620800,42.87854040758558,35.05946084085705,7.776155027856757,3.901517,1.8479674
Gaia DR3 3066513435671608064,126.41483546720484,-3.90653144815045,25.343764773149612,3.9022553,0.010825157
Gaia DR3 436648129327098496,47.27540485964256,49.612873858437766,94.54120718732504,3.9026392,0.78206515
Gaia DR3 2362083445587361152,5.44309657449073,-20.058076322931655,3.9693822420035465,3.9033446,3.5382967
Gaia DR3 3910931906171050496,174.61500941480676,8.134319768971904,5.564573996321011,3.9069722,2.7817287
Gaia DR3 6219380139469026432,222.57091739863498,-27.960638796096596,10.802398205323534,3.907332,1.6165178
Gaia DR3 3915612630249291008,170.98173090117388,10.529146839480171,,3.9073865,0.56246114
Gaia DR3 4570796456599587200,262.68471721561906,26.11071754030528,8.294322128817813,3.9097338,1.5881977
Gaia DR3 5205029672996886016,156.0985242578028,-74.0317374526645,61.434166275104715,3.9097652,0.5174203
Gaia DR3 1860951540586100864,307.3489295465808,30.368551229652493,3.043810143226041,3.9099448,0.59453964
Gaia DR3 3297007356736766080,60.78910297976636,5.989283488706149,26.42931179237534,3.9104197,0.07117748
Gaia DR3 1310284059748155136,255.0721423618982,30.92652313621418,19.763930047930945,3.9134347,0.008419275
Gaia DR3 1563590510627624064,200.98556035442118,54.92168988678249,40.280285728957914,3.9137754,0.19276905
Gaia DR3 3204884534485995264,69.07976184342182,-3.3524812188642006,4.796093565731364,3.9139285,-0.25417018
Gaia DR3 5638274087975114240,140.37322938902815,-25.96548414793062,5.09599661998765,3.9153724,2.0311058
Gaia DR3 1604859511344724864,216.2974561533579,51.84896726025888,69.06857806595082,3.9172292,0.6969216
Gaia DR3 6244010505608714368,241.70172217693315,-20.669293247493943,7.095567842703005,3.9183657,-0.025581837
Gaia DR3 4992538055808271360,6.551492767246445,-43.67968625508389,41.72283479422134,3.9185052,0.26240516
Gaia DR3 5599927623535365888,115.88487487913042,-28.410753989502773,4.13844615795041,3.9190986,1.8985391
Gaia DR3 1859330929165858560,311.4155916501437,30.719818940539515,15.382605141397063,3.9202452,1.2169123
Gaia DR3 5856714131833261184,188.72671205509857,-67.7569110354985,3.0037101511828097,3.9212968,3.3293695
Gaia DR3 5961830948155839360,264.13680106256214,-38.63621784603912,20.692225649038413,3.9237142,1.2857339
Gaia DR3 2745491430891511168,359.82854365060507,6.8628259218808925,30.27689104890095,3.9241753,0.6020162
Gaia DR3 2630155547353593216,348.9745548677205,-9.087810189229959,22.092365568710097,3.924721,1.2712572
Gaia DR3 5777500503761872128,250.7636123793369,-77.51901026223308,20.953498571815366,3.9250965,1.2400208
Gaia DR3 2616542115933350144,334.2090196731275,-7.783386201689477,17.08926679948824,3.9265149,1.1343348
Gaia DR3 4858358982514762368,57.3632752224758,-36.20047675499633,14.978090441844442,3.9283319,1.0979288
Gaia DR3 810952158347760128,139.7108313412717,36.80203502578564,24.70865075325121,3.9285734,0.083310604
Gaia DR3 4469314179061640320,270.1613199486119,2.9315258495371417,1.3731154046787157,3.9324145,0.11871362
Gaia DR3 1942705624581332224,349.43625917771857,49.01532842822809,5.696300607561407,3.9340034,2.2013052
Gaia DR3 6125166320994675456,182.9127159863492,-52.36849913727676,12.469230425264477,3.935946,-0.2154746
Gaia DR3 2216536246703152256,329.1630789062305,63.6255485672108,1.0033079115530021,3.94011,2.524429
Gaia DR3 5297336148056940544,137.8193123470593,-62.31691133071921,6.543754672822861,3.9414103,-0.24024582
Gaia DR3 6603237069110449792,343.98714540662513,-32.53947887896725,19.16179864630112,3.9415772,1.144283
Gaia DR3 3640828731549972480,214.00349891646684,-6.002390925763077,45.40143480097189,3.9420373,0.7148588
Gaia DR3 246137776809763712,62.16553233551129,47.71236664387762,6.375553245522002,3.9444187,0.08656311
Gaia DR3 6664464851576141824,290.65959804673895,-44.45903894175702,8.3781720311755,3.9452553,-0.10588837
Gaia DR3 3489338019475637760,182.10387983595368,-24.72905347552688,66.76962847793135,3.946629,0.4981413
Gaia DR3 546439965996109696,30.8581399846376,72.42139432955031,20.839130810725067,3.9484353,0.056805372
Gaia DR3 5210240327318434304,124.63363893110254,-76.9192479593938,51.31717474962205,3.949889,0.587096
Gaia DR3 6713727061309245952,290.97175028895674,-40.616470922153454,18.108803428561057,3.9504597,-0.112084866
Gaia DR3 3456177332896378496,87.76035890286224,37.30536699975672,5.735845053078788,3.9505138,2.0165043
Gaia DR3 2827595468830192384,353.3671020306092,22.498706099382574,5.844871229207309,3.950527,2.841661
Gaia DR3 2463219858004414592,30.112143793029496,-8.52394229316763,6.0834207070871225,3.9534924,2.90144
Gaia DR3 4576646442581655040,271.50785870747734,22.218845094748822,5.545070932819421,3.955155,2.333931
Gaia DR3 5650133695272371968,137.0121721524218,-25.858537004442905,6.239013625646134,3.9553378,1.8229301
Gaia DR3 3717256094034195584,199.40115348731604,5.469941628676424,4.669278608187353,3.9564712,2.0907202
Gaia DR3 1542553623374596352,191.28258987519374,45.44031536481818,3.2222468322927225,3.9576192,2.593668
Gaia DR3 487305619316615680,55.5386799878536,63.21688594960669,4.267086622698051,3.9577527,2.5236144
Gaia DR3 6015150905501817472,237.73968681733783,-33.62732563002249,15.903897914192829,3.9583633,-0.022988558
Gaia DR3 816649002967779584,135.1573578568694,41.78175608312542,53.36175020467222,3.959608,0.6138511
Gaia DR3 5907202503156812032,227.21078662442,-45.27994070167525,,3.9599392,-0.23706055
Gaia DR3 6880097807842527232,304.41205353011645,-12.508204884984323,4.015716865760626,3.9628303,1.2307897
Gaia DR3 6368016725517046144,300.14935645175683,-72.91109022395136,31.2592514040571,3.963491,-0.017083168
Gaia DR3 2099385000742174592,289.09203952219247,38.13376032883556,4.200507326242494,3.9654982,1.3728321
Gaia DR3 2165218431286782336,316.6504293946806,47.64839511124905,2.5324349196351528,3.9655983,1.7154131
Gaia DR3 348020482735930112,24.198321215249642,41.4037617615712,74.19396780666189,3.966133,0.72292423
Gaia DR3 878467085735262720,115.82834518488663,28.882490119929923,27.121043168963787,3.9680505,1.3498037
Gaia DR3 1710727122296357376,251.49328885063915,82.03726905338733,9.863740345240691,3.9690459,1.0883722
Gaia DR3 2562091860584132096,25.35778812838373,5.487627211063531,8.927528261122536,3.970141,1.5539534
Gaia DR3 5248192926092026496,135.6116288165701,-66.3964988074426,25.971791776615664,3.9706151,0.20866871
Gaia DR3 3087964941891149952,120.56627842916214,2.335041455668743,12.523434116871659,3.972009,1.4507575
Gaia DR3 1862193748217511040,305.96533457942184,32.19013516248013,12.235863740155821,3.9725595,1.5076585
Gaia DR3 3196359642878570368,62.96645850775461,-6.837215809714261,26.109678851295694,3.9739523,0.4714744
Gaia DR3 1565090003967879424,201.30730577290853,54.987845339784336,40.46506499292375,3.9743545,0.26357174
Gaia DR3 219375904303684224,59.74126438868437,35.7910420686924,2.445698847170818,3.9748838,0.0811429
Gaia DR3 5855802671045627648,191.5701496043282,-68.10797814773593,10.428486475901787,3.9806468,-0.07932377
Gaia DR3 5610257226031514240,108.70266722509879,-26.772631515854002,3.56103260416884,3.9829917,-0.17376065
Gaia DR3 438829629114680704,41.05222216366374,49.22805187168278,89.68495177109118,3.9830012,0.6920738
Gaia DR3 2797816639500412288,3.651119417436693,20.206708004381166,9.405199843331518,3.9842234,2.0659525
Gaia DR3 2661524098698483456,351.99149948600797,6.378800179390754,19.24339178061518,3.9845803,1.2176077
Gaia DR3 6105713692544123520,220.48979284604397,-37.79363633838957,10.033935628914184,3.9865818,-0.24001718
Gaia DR3 4468557611984384512,271.364453818457,2.495224095912567,195.5673545594233,3.987364,1.0036926
Gaia DR3 1763000413344449792,311.66444160468086,16.123416160814827,28.13592241496596,3.989937,1.214159
Gaia DR3 1955662200884781824,333.4699229448179,39.71501064231144,5.71806608437562,3.9903636,1.5594623
Gaia DR3 6059249774300209408,186.87015297499087,-58.99175020428491,6.791726768438538,3.996654,2.8651853
Gaia DR3 2577673177300873216,15.735512173204086,7.890247528188163,17.80735980667423,3.9971802,1.1563599
Gaia DR3 4605754569812388480,274.9653630135355,36.06472960816234,12.764621672728728,3.9974966,1.2955594
Gaia DR3 4052359028870465280,274.51332544558403,-27.042662162406675,4.486032435930584,3.9981618,1.8409603
Gaia DR3 6060547163656965120,193.64817506017252,-57.17798404607355,8.015184957947573,3.9990456,-0.25461626
Gaia DR3 1810448909928688768,309.38772188281627,14.594966552012377,,3.999137,0.64365506
Gaia DR3 2756363608023588864,354.9893506001899,5.6243516012277475,73.23703628604858,3.9992578,0.7051301
Gaia DR3 5899408305748518528,219.47157805264095,-49.42595812350064,9.348441614642457,4.0019474,-0.19072032
Gaia DR3 3225773709225508736,71.37569807929303,-3.2547165420992292,5.812500966407835,4.00829,-0.17124319
Gaia DR3 5210161643517558528,125.15793284529501,-77.48429877760321,21.346217851181166,4.0109277,1.3027022
Gaia DR3 2572221764290136192,26.348759050139087,9.157989522154077,12.52963226916752,4.01252,1.1209252
Gaia DR3 5352174702807141632,159.82648584598135,-55.60324561502394,4.159527392469507,4.0128927,1.1664741
Gaia DR3 1410669883680112128,249.6865291654748,48.92845927997814,7.728817300160124,4.0151134,2.1415174
Gaia DR3 1755320049747788160,308.3032697386287,11.303179251591162,8.914894013608523,4.0156035,-0.13896728
Gaia DR3 1223128521794138496,235.6852476238632,26.295807184651633,,4.0156465,0.06413317
Gaia DR3 326109689896765568,34.3288558064912,33.846962660907664,27.979464525783225,4.016055,0.04534602
Gaia DR3 5355253335382594176,154.9030304438349,-55.02929569542762,1.8988058997926562,4.01697,1.6917367
Gaia DR3 5711199471578643200,119.21462935159946,-22.880091781615068,5.680558604171129,4.0176034,0.9081147
Gaia DR3 2673831344665067392,326.6328198404678,-2.2126671268252682,7.713415001905365,4.01761,4.2298784
Gaia DR3 886479673643853952,107.78471823693071,30.244948146711195,8.326143649272213,4.020316,1.3921483
Gaia DR3 3231949906557374592,74.63709025339023,1.7139847288632826,4.209299594321308,4.0206532,1.5153625
Gaia DR3 1773880252697231744,326.12793932206597,17.349970523256463,3.562679184105775,4.0230126,1.2689056
Gaia DR3 6573503732074732288,331.52854763199423,-39.54390944597189,13.087576035927961,4.023706,1.5105164
Gaia DR3 4591092238654107904,272.9755729561406,31.40545780634923,6.251849357524674,4.023982,2.2743516
Gaia DR3 2653884210872467200,338.83948596713566,-0.11774204386089672,18.37086586167718,4.025545,-0.086364985
Gaia DR3 3801795103551451648,165.4570246227282,-2.484747657477281,5.494781386083479,4.0261264,1.9169319
Gaia DR3 1025309131366815232,146.63194016497022,57.128215731304174,5.532489107940902,4.0281754,2.4534628
Gaia DR3 3436911415277140224,93.84416519301544,29.496916029568094,18.27027873304325,4.028311,1.2043235
Gaia DR3 6805455124526007424,311.52362917337143,-25.271595679561823,68.33702615446357,4.030625,0.59458065
Gaia DR3 2205941009060265728,330.97110179789183,63.12017992426462,7.532808862388135,4.0318704,2.6385388
Gaia DR3 4913847589156808960,17.096327954824456,-55.24561894228843,11.208002282500875,4.032716,-0.12111187
Gaia DR3 5437183238146150400,142.31119527120774,-35.95131201665365,4.634853159293733,4.0328364,1.5536826
Gaia DR3 5530670107652889344,117.30952843989927,-46.373170156596245,3.506475329336614,4.0345917,-0.26899195
Gaia DR3 5350358584482202880,161.2647407537247,-59.68445877770452,,4.034632,1.3306477
Gaia DR3 1683014206596170240,187.52704098892693,69.20088011314691,5.723319281924228,4.034973,2.333643
Gaia DR3 3794167001116704000,174.23721905943012,-0.82355819813912,18.34607962037063,4.0375085,1.173254
Gaia DR3 1836958616324554752,303.94206262764214,27.81425276549941,9.96416325819198,4.037718,1.4829359
Gaia DR3 4009317512294972160,186.7340498961959,28.268062170721457,19.8641170812878,4.0396743,1.253011
Gaia DR3 6053327426740164992,184.60896244333344,-64.00311459755419,9.240241743219435,4.0399103,-0.24205637
Gaia DR3 3546521385854108928,171.2200634570526,-17.683995656330193,37.70653151370568,4.0472245,0.2962072
Gaia DR3 6351373899042868480,341.5129714090948,-81.38162109066963,,4.0484095,0.31426907
Gaia DR3 6211243890864211712,229.45760380022062,-30.14871591550372,8.285556107825933,4.049004,1.2376537
Gaia DR3 6835905927256722688,320.56178645858284,-16.83452207289956,16.20481589935105,4.0490885,1.0722091
Gaia DR3 3937690377059272704,194.73083675708443,17.409592739271208,9.392965752831698,4.049141,1.9094644
Gaia DR3 1998148532777850880,358.59593000622834,57.49936804016163,-0.05692948580011033,4.050132,1.4507654
Gaia DR3 3944674165681089408,196.59431417449855,22.61599168502199,5.463361637457651,4.0514774,2.9629867
Gaia DR3 6253982698111471104,235.48646867341301,-19.679288637060775,10.77252945656226,4.0519385,1.8982797
Gaia DR3 5305373440633087360,143.61095283696628,-59.2297266018616,1.7232712450125363,4.0521374,0.08852029
Gaia DR3 4325157278258097792,247.7846484820849,-16.612897548699785,13.62201063529931,4.0525284,1.077564
Gaia DR3 3220275601329091584,82.43326172652218,-1.0923515777061004,6.516968438386555,4.0526423,1.8493464
Gaia DR3 4693818888483537664,35.43664437891122,-68.65940430513912,23.2796024302128,4.0532403,0.06977558
Gaia DR3 6754054639555151744,299.2368398064238,-27.169970624182735,3.8050724466658243,4.053887,1.5996001
Gaia DR3 3814363071213806848,170.2837265880226,6.02926780479546,13.555115005799674,4.0547566,-0.038950443
Gaia DR3 5350588691660896128,159.68735598577635,-59.182992968528445,2.303814526683267,4.056845,1.8298497
Gaia DR3 2498783458525988992,39.87071163754866,0.32849665438570363,5.131223416873837,4.0573735,-0.3144858
Gaia DR3 3372552842178783616,97.24075374613999,20.212076430854843,4.447477074560435,4.058969,-0.1161108
Gaia DR3 4544678210716072320,255.78291185134054,14.091669883967503,8.019714190137309,4.0592785,2.2124374
Gaia DR3 5378174716824935040,177.78575355886835,-45.17350531148522,7.919894249845825,4.0603027,1.4309151
Gaia DR3 6053245135154609280,181.72076420594314,-64.61389471172151,50.79192327463149,4.0608897,0.4940493
Gaia DR3 5877059048308526720,229.37770557486672,-58.80181171208593,33.820453928967986,4.060981,0.13704634
Gaia DR3 4847957293278177024,50.00034361894219,-43.06655252783423,165.5242095575573,4.063915,0.9325981
Gaia DR3 60248877811546112,47.90808720855174,19.726648284350475,19.773087878918602,4.064342,1.1809478
Gaia DR3 53164002842376832,61.17425004460124,22.08166969321299,17.619441960173923,4.065172,1.2072711
Gaia DR3 1982252790090609152,340.12915879559546,44.27635611227785,9.317049267554662,4.0652237,1.4854014
Gaia DR3 5077970830842019584,45.59719677022088,-23.624717283377432,36.95023734708943,4.066773,0.24952269
Gaia DR3 6116979288685368192,215.1389373376286,-37.885342221664466,13.202609057975755,4.0668545,-0.0041918755
Gaia DR3 5735066776630042112,131.5939821847781,-13.5477903707752,15.883953785611398,4.0671697,1.0834398
Gaia DR3 2719475542667772416,341.67431037726243,12.170694096276746,60.916077332634366,4.069358,0.7022927
Gaia DR3 5539754169644892032,123.51242844959921,-40.34817893215736,10.488991003347026,4.0693965,1.3384352
Gaia DR3 462250738616785152,52.26719596759808,59.940328920151536,1.0527302138944405,4.071776,0.6922302
Gaia DR3 2265035532800158848,288.8854304536992,73.35593837366184,21.6734281772682,4.0729303,1.3882248
Gaia DR3 4900108950849461248,5.0356095474274705,-64.86961713712722,116.18257854098105,4.07351,0.76927614
Gaia DR3 5468147822041930240,159.30661655104174,-27.4125430354373,6.884992068056121,4.074122,2.0459356
Gaia DR3 3684575344281793920,198.5181063556993,-2.8069930496732494,5.5525823295476675,4.074166,4.700448
Gaia DR3 4226301630912281600,309.58460212272996,-1.1052045682584333,11.430045525057777,4.074997,1.1038086
Gaia DR3 6555948757627251072,349.7061292854416,-32.53237742250906,17.290919762084794,4.0768914,1.2822955
Gaia DR3 1139835946142603008,105.0182604038094,76.97734888794668,17.075320615491627,4.0778456,1.5402956
Gaia DR3 4530744134231683840,281.4154805359527,20.544817390173186,51.674311685441225,4.0786414,0.64264846
Gaia DR3 6882183890633433600,316.487168255392,-17.23313685719848,21.90486498896114,4.078666,0.027658463
Gaia DR3 5476519400501003008,92.81217344502588,-65.5888880291647,4.531160165833945,4.080623,2.2494786
Gaia DR3 693818676378107776,141.16341687303495,26.18211353356537,16.312142074372147,4.0808535,1.3888447
Gaia DR3 405987526029851264,25.915331575110873,50.68866947906711,5.404817058905686,4.081212,-0.051041603
Gaia DR3 5509137443727960832,104.06663193424433,-48.72110709465919,2.7727141444285412,4.0814834,2.1616018
Gaia DR3 6297642105821172480,212.7103777282611,-16.302078368084956,,4.0832424,2.1289027
Gaia DR3 5956774809575176960,269.4491485745895,-41.716361399704006,5.7411324460854525,4.083907,2.019037
Gaia DR3 1165987658411302272,233.70027089806285,10.538881171882535,10.805613821981815,4.0844493,0.3753264
Gaia DR3 4295095221652796160,293.523259960094,7.378242521913686,29.409075016177393,4.087266,1.3392854
Gaia DR3 6401464693867773568,321.61171581249374,-65.3626399731515,108.01020563892783,4.0891333,0.70557785
Gaia DR3 6243816751039523712,241.8515639317652,-20.868964813992825,11.153882913600961,4.090471,1.0211415
Gaia DR3 2936152657031151232,105.93956041805528,-15.63333782648228,7.581934670812383,4.0905623,-0.12785006
Gaia DR3 6177092406867764352,207.25807843630366,-28.367913930233215,,4.0920744,5.6263466
Gaia DR3 1460229442589223424,197.9642816133702,27.882105372524595,108.72500920524958,4.093279,0.76205873
Gaia DR3 1534011998572555776,188.43142838333532,41.358776694084185,118.02660559667956,4.094672,0.7944677
Gaia DR3 892160231749198848,112.27878982917893,31.785435445699783,56.11172845740712,4.094832,0.4802935
Gaia DR3 1153780605441364224,225.7249093788345,2.09136492858358,16.747377873679095,4.094921,1.2287295
Gaia DR3 1820484908501127040,300.0137889177588,17.516448520964932,3.4238985561738056,4.0958447,2.7148347
Gaia DR3 2858181236614036864,9.637781933874779,29.310627871477646,19.24514879156418,4.0968304,1.0951982
Gaia DR3 6718857073327910144,287.36856645660606,-37.904903337796014,27.088397531639504,4.0972977,0.10262585
Gaia DR3 2249908073868915968,300.7046485782214,67.87377633217558,7.505231131277149,4.099271,1.4635909
Gaia DR3 5547686493207863424,121.06742601306047,-32.67480007276501,0.8125831094136867,4.0994883,2.4335315
Gaia DR3 5523539671667837952,129.4109070378244,-42.9890365785687,1.5188129478313843,4.0997505,0.26690793
Gaia DR3 2940472157174944128,99.47255555907883,-18.237519694472578,6.787632050649171,4.103014,1.3125026
Gaia DR3 4111251723554095104,261.5925594346209,-24.175828848401494,40.027157633663336,4.1048822,0.3935337
Gaia DR3 5618016960638976896,109.15345885325438,-23.31557664608189,1.2154615850721326,4.1069946,1.9497471
Gaia DR3 3293714285052444800,68.91382566166997,10.160613646111896,19.5060692848111,4.1073446,0.27342176
Gaia DR3 3080111439567156992,129.6892367271998,3.3413639401239155,8.688730128103515,4.107481,1.3233209
Gaia DR3 3070413334696277248,122.14845610026155,-2.9838010657739247,3.245003372447236,4.10911,1.108844
Gaia DR3 1268455098373569408,226.11055789541126,26.947625937302757,12.61441242453569,4.109814,1.4231038
Gaia DR3 4664383587823790848,76.89190970858091,-63.399878991934095,5.628224068253528,4.11005,2.4556267
Gaia DR3 1624770945369328128,244.31400054028535,59.75513494528652,4.7630393930209936,4.1115527,2.7702818
Gaia DR3 4695167130257543424,39.89838786398462,-68.26694674585823,21.323382292237085,4.112274,-0.056458473
Gaia DR3 3083024286391515136,120.30585724131599,-1.3929416337388272,7.853704573509436,4.11286,1.7061791
Gaia DR3 5087043657197267200,56.71125691970994,-23.252076788991744,56.228101065104696,4.1130624,0.59439325
Gaia DR3 1823991938314881152,295.26228375975774,17.4758952424771,7.376354978520639,4.113627,1.1678057
Gaia DR3 6201910274096330368,222.15844913887588,-36.63490151070996,5.956055729241867,4.1161814,3.2910402
Gaia DR3 181124307088367232,79.54421715459993,33.37089798909463,9.508961546577417,4.116195,1.4788704
Gaia DR3 2535891460567764224,13.252085422292797,-1.1443296982576237,6.078564625593714,4.116363,1.8194103
Gaia DR3 5236290747119515008,177.06090542725644,-66.81497943468962,6.852421716879937,4.1170073,1.7877431
Gaia DR3 451517958939484928,36.40609799046346,50.27856433629441,7.6317211816506205,4.1174016,1.7637587
Gaia DR3 430769040662018560,8.249996717303175,62.9317732684215,1.0644361052472915,4.118094,0.23576784
Gaia DR3 2203889767044993920,326.36215544560565,61.12079660682435,0.9320880212508735,4.121482,0.834424
Gaia DR3 2198483880690116480,333.7626125856422,57.04380276749173,38.15977025155719,4.1220145,0.41061187
Gaia DR3 1216544921044652032,237.81603395695376,20.97800042779322,8.077571479997292,4.122148,1.7806945
Gaia DR3 2885572407726698880,94.13806785656948,-35.140124419835104,17.384202298637273,4.122158,1.1192801
Gaia DR3 970675154497903616,96.2245887330116,49.28788253332824,0.4425656919727949,4.122197,2.237206
Gaia DR3 4213654429705675520,292.6660805432529,-2.788934969955957,6.509629374739247,4.122641,2.1858742
Gaia DR3 249021589646744704,54.1225652218742,48.19251603030214,5.963529509467854,4.12316,0.004752159
Gaia DR3 3024622798567336064,90.01400467055427,-3.074586031087469,9.781727816501277,4.1242394,1.4281003
Gaia DR3 6050060708908632960,245.15904593125626,-24.169404428422975,5.692030486364023,4.1248446,1.42575
Gaia DR3 2521951302394350336,33.249880037929756,8.846697220771158,10.418355180735052,4.125624,1.0832024
Gaia DR3 1867360078466623872,319.4795551037545,34.89687106903825,5.012019318099419,4.1268325,0.0322237
Gaia DR3 3589693744277156992,171.15234955127485,-10.859216798224677,8.177988986211076,4.1271706,1.8761067
Gaia DR3 756853643638639104,169.54328528175262,31.526916851645016,,4.12746,0.7309644
Gaia DR3 2001387556602514304,335.88999604174035,52.22821709978782,19.301389683336552,4.1309433,1.2091217
Gaia DR3 1357126587985743104,248.5256674650253,42.43720619729277,10.856003592235812,4.132682,0.03367853
Gaia DR3 4678664766393829504,64.1205345994243,-59.30290021818768,54.22863060384525,4.134786,1.2307637
Gaia DR3 3117007476387801216,94.99828976992926,-2.944485599254175,6.52817407737921,4.1348667,2.0197816
Gaia DR3 594595517273147648,129.41372353647762,5.703754203252759,18.430135068748182,4.136101,0.05475235
Gaia DR3 754644862217132160,156.9702409930959,36.70679362306408,,4.139052,1.0835371
Gaia DR3 944939847899350784,99.13682410093567,38.445417469878024,2.0387256186369243,4.140064,2.677477
Gaia DR3 143293685388561664,42.64718912701181,38.31815668247095,25.844516228361115,4.1400833,0.50438833
Gaia DR3 3110959269077522816,107.96608069087159,-0.4927431185499252,7.876772202912782,4.140848,0.06618166
Gaia DR3 2822360934488981248,358.1219996861925,19.120129645910083,6.962619381161036,4.1408978,2.2327185
Gaia DR3 3263836568394170880,54.21723179468776,0.3995245948754849,71.83697877936342,4.1410933,0.7577951
Gaia DR3 3352697277091090688,100.99702771797898,13.227767550614903,10.381568592567856,4.142492,1.3420558
Gaia DR3 6171375049483037696,206.41939924808514,-33.044368166381204,51.90738085981107,4.144167,0.5374429
Gaia DR3 2430911155499204864,3.6153971443598576,-7.7804821892488185,5.490709797748934,4.1474133,2.3242364
Gaia DR3 1926476042681491712,355.10261265459525,44.3338484709246,19.406389143201842,4.147998,-0.07825899
Gaia DR3 3618198617586733312,205.40279836980616,-8.702807904767596,5.4376460613149895,4.148621,2.1694577
Gaia DR3 1387349379494809600,231.1217925864527,37.37755402807135,26.575915380636612,4.1502557,0.44736314
Gaia DR3 2803727064255015424,14.30145952711795,23.417448895424197,12.562377335224449,4.152097,1.1161468
Gaia DR3 3235349837027282560,78.3228576353283,2.8612556511130616,13.329032820170259,4.15373,1.3198364
Gaia DR3 21859669845327488,41.236830226139006,10.113961719979088,37.5923954771885,4.1537447,0.44148636
Gaia DR3 4432032213656433536,247.72826662804087,1.9836115653068922,,4.15409,0.062348843
Gaia DR3 5498380887112159488,102.46378935634195,-53.62236707333235,5.426057876426029,4.1550827,1.0907977
Gaia DR3 2517584007848935808,30.511904676677545,2.7637593166659924,,4.155459,-0.06170702
Gaia DR3 3463822649562256256,177.16337671844383,-35.98695542387617,4.705486688255529,4.156404,4.048073
Gaia DR3 5998676819707873408,241.6479992105244,-36.802413825718396,7.368508935965101,4.1565685,-0.249609
Gaia DR3 1899238700121170944,332.4967815408398,33.17813168894966,11.19900191063106,4.1570067,0.65391684
Gaia DR3 3162840378069441024,112.44909255645561,12.006478158198602,5.5409286072712485,4.1581807,1.4154584
Gaia DR3 2016497560778585600,351.2095352302913,62.28276036468802,3.8932829887687177,4.1590085,2.0693986
Gaia DR3 6622561673163882752,340.1640600446938,-27.043622350026016,5.921936664254218,4.161008,-0.09177017
Gaia DR3 2384241010068307712,346.67049822468647,-23.743141949241107,17.289160240041024,4.1641397,1.0956011
Gaia DR3 2243479676058593152,307.3957792036708,62.99404854026289,23.4810376608742,4.1649013,0.28434062
Gaia DR3 2123558588515416320,275.3859333049117,49.1218190294722,4.908845924800492,4.1651783,2.1585674
Gaia DR3 6631708338599353856,283.0542904873621,-62.18765029329833,2.972641631982488,4.165446,-0.19048452
Gaia DR3 145674574739951872,66.34285323849276,22.29367359328652,20.91185281250576,4.167236,0.22083235
Gaia DR3 5787534436419552896,184.5857987558318,-79.31218335228661,10.711576077046917,4.1674447,-0.14771128
Gaia DR3 1505311446553172992,214.0947072134731,46.089012341251085,32.5884923592116,4.1690445,0.14217997
Gaia DR3 207274026495027712,79.56551852719764,42.79197517530932,5.483477146344811,4.1710677,2.8818421
Gaia DR3 1824277055360974720,295.02420100421784,18.01380056331931,7.63529982115143,4.1711555,0.9535947
Gaia DR3 491055881678884224,51.168947658481336,64.58599364600056,1.6384853308801626,4.171272,2.339386
Gaia DR3 3126448158102337920,101.96512252574546,2.4121056302134387,8.274389940121798,4.171695,1.2349861
Gaia DR3 4767368897757788288,87.45757439869,-56.166989810338,17.576357682340994,4.1727095,1.2550926
Gaia DR3 65205373152172032,56.58167144917715,23.94814381017594,7.067028703633884,4.172742,-0.011190891
Gaia DR3 3098523380258573952,101.90506561465706,-8.99849728806019,1.1020488653002771,4.173226,2.1520996
Gaia DR3 5518235833732209536,118.3256183569648,-48.10290774132125,1.5287829356529452,4.1740985,-0.18423796
Gaia DR3 6664407333374099968,290.8053237276151,-44.80001780193633,23.361187758930622,4.178862,0.5172365
Gaia DR3 1965171945678382208,319.35396891172644,39.39466369242246,1.1710697963225662,4.179437,0.25260854
Gaia DR3 3793247534517512064,172.57880932682505,-3.0035714740208967,6.5891840841453755,4.1796565,1.7354059
Gaia DR3 3195919528989223040,63.80795300602079,-7.6680778150199815,199.6080124181338,4.179894,1.0412455
Gaia DR3 5064312731764645760,42.2730316128062,-32.40518931306872,18.459600445621458,4.1799207,1.1753819
Gaia DR3 6023633156682206720,247.8454978494852,-34.704449924330774,5.482075892949273,4.183035,-0.22753954
Gaia DR3 1978185009394330240,326.6984114265637,49.309556757220584,2.2800572318611247,4.184846,-0.14501429
Gaia DR3 4850012314870132096,54.27358548510602,-40.27470446688247,13.22846291231423,4.18645,1.2316952
Gaia DR3 4781833626056162688,64.00732824955732,-51.485829399691184,48.94939680185749,4.1875706,0.45492125
